"date","ID","GDP_gap"
"RO-2001-10-01","2001-10-01","RO",60547.9955561464
"RO-2002-01-01","2002-01-01","RO",66815.5800206023
"RO-2002-04-01","2002-04-01","RO",68910.6182699788
"RO-2002-07-01","2002-07-01","RO",68700.3808823079
"RO-2002-10-01","2002-10-01","RO",73925.5475329969
"RO-2003-01-01","2003-01-01","RO",65968.2370786072
"RO-2003-04-01","2003-04-01","RO",69988.6513597789
"RO-2003-07-01","2003-07-01","RO",77273.3016796451
"RO-2003-10-01","2003-10-01","RO",77641.8606246239
"RO-2004-01-01","2004-01-01","RO",95445.3405609001
"RO-2004-04-01","2004-04-01","RO",103093.537644986
"RO-2004-07-01","2004-07-01","RO",117347.43625309
"RO-2004-10-01","2004-10-01","RO",124418.906108531
"RO-2005-01-01","2005-01-01","RO",126318.626307079
"RO-2005-04-01","2005-04-01","RO",124992.895759169
"RO-2005-07-01","2005-07-01","RO",134694.166577742
"RO-2005-10-01","2005-10-01","RO",147238.25943754
"RO-2006-01-01","2006-01-01","RO",155737.625391725
"RO-2006-04-01","2006-04-01","RO",174223.786257971
"RO-2006-07-01","2006-07-01","RO",180878.595250806
"RO-2006-10-01","2006-10-01","RO",190245.302378344
"RO-2007-01-01","2007-01-01","RO",199216.524146073
"RO-2007-04-01","2007-04-01","RO",214057.542958449
"RO-2007-07-01","2007-07-01","RO",224447.894819536
"RO-2007-10-01","2007-10-01","RO",248438.818459408
"RO-2008-01-01","2008-01-01","RO",266707.905742464
"RO-2008-04-01","2008-04-01","RO",285490.51809614
"RO-2008-07-01","2008-07-01","RO",297563.368322039
"RO-2008-10-01","2008-10-01","RO",298928.423095504
"RO-2009-01-01","2009-01-01","RO",257985.228547523
"RO-2009-04-01","2009-04-01","RO",266993.808693906
"RO-2009-07-01","2009-07-01","RO",282305.588124473
"RO-2009-10-01","2009-10-01","RO",295621.902900393
"RO-2010-01-01","2010-01-01","RO",266316.174965073
"RO-2010-04-01","2010-04-01","RO",277175.560056935
"RO-2010-07-01","2010-07-01","RO",281956.502042112
"RO-2010-10-01","2010-10-01","RO",299772.19745374
"RO-2011-01-01","2011-01-01","RO",305517.044170847
"RO-2011-04-01","2011-04-01","RO",314867.293410771
"RO-2011-07-01","2011-07-01","RO",334731.350489346
"RO-2011-10-01","2011-10-01","RO",339045.470641258
"RO-2012-01-01","2012-01-01","RO",353312.069151752
"RO-2012-04-01","2012-04-01","RO",369252.694379338
"RO-2012-07-01","2012-07-01","RO",376523.946250381
"RO-2012-10-01","2012-10-01","RO",389030.803917467
"RO-2013-01-01","2013-01-01","RO",404557.856805422
"RO-2013-04-01","2013-04-01","RO",422764.042701056
"RO-2013-07-01","2013-07-01","RO",439639.762835418
"RO-2013-10-01","2013-10-01","RO",457860.062497582
"RO-2014-01-01","2014-01-01","RO",471321.416182116
"RO-2014-04-01","2014-04-01","RO",484632.552310427
"RO-2014-07-01","2014-07-01","RO",505303.179725445
"RO-2014-10-01","2014-10-01","RO",522076.465088753
"RO-2015-01-01","2015-01-01","RO",540864.840385865
"RO-2015-04-01","2015-04-01","RO",553011.49605026
"RO-2015-07-01","2015-07-01","RO",575283.327948262
"RO-2015-10-01","2015-10-01","RO",594721.233286408
"RO-2016-01-01","2016-01-01","RO",614821.781145986
"RO-2016-04-01","2016-04-01","RO",635815.991044146
"RO-2016-07-01","2016-07-01","RO",649107.388990615
"RO-2016-10-01","2016-10-01","RO",674134.219262129
"RO-2017-01-01","2017-01-01","RO",702582.509278
"RO-2017-04-01","2017-04-01","RO",724893.313552877
"RO-2017-07-01","2017-07-01","RO",749415.851192259
"RO-2017-10-01","2017-10-01","RO",764819.646176329
"RO-2018-01-01","2018-01-01","RO",777116.03734856
"RO-2018-04-01","2018-04-01","RO",797881.53998843
"RO-2018-07-01","2018-07-01","RO",820595.524520286
"RO-2018-10-01","2018-10-01","RO",836614.158770544
"RO-2019-01-01","2019-01-01","RO",853689.794819002
"RO-2019-04-01","2019-04-01","RO",869193.493099783
"RO-2019-07-01","2019-07-01","RO",882350.453181743
"SK-1999-01-01","1999-01-01","SK",191612.478680099
"SK-1999-04-01","1999-04-01","SK",198817.166539447
"SK-1999-07-01","1999-07-01","SK",205811.991558403
"SK-1999-10-01","1999-10-01","SK",212161.17062927
"SK-2000-01-01","2000-01-01","SK",218365.779918395
"SK-2000-04-01","2000-04-01","SK",223699.380380958
"SK-2000-07-01","2000-07-01","SK",227986.422845106
"SK-2000-10-01","2000-10-01","SK",231312.004880056
"SK-2001-01-01","2001-01-01","SK",233693.637368651
"SK-2001-04-01","2001-04-01","SK",235160.777894725
"SK-2001-07-01","2001-07-01","SK",235228.064375406
"SK-2001-10-01","2001-10-01","SK",234855.168357717
"SK-2002-01-01","2002-01-01","SK",232439.826185146
"SK-2002-04-01","2002-04-01","SK",229024.879969256
"SK-2002-07-01","2002-07-01","SK",224787.65054384
"SK-2002-10-01","2002-10-01","SK",218426.612136318
"SK-2003-01-01","2003-01-01","SK",211068.239029919
"SK-2003-04-01","2003-04-01","SK",202026.537754682
"SK-2003-07-01","2003-07-01","SK",190844.672412004
"SK-2003-10-01","2003-10-01","SK",178572.252507456
"SK-2004-01-01","2004-01-01","SK",164374.164729998
"SK-2004-04-01","2004-04-01","SK",148052.970437493
"SK-2004-07-01","2004-07-01","SK",130642.805255229
"SK-2004-10-01","2004-10-01","SK",110909.436291149
"SK-2005-01-01","2005-01-01","SK",89004.5365336846
"SK-2005-04-01","2005-04-01","SK",65454.3989094236
"SK-2005-07-01","2005-07-01","SK",39524.0071811713
"SK-2005-10-01","2005-10-01","SK",11284.625854023
"SK-2006-01-01","2006-01-01","SK",-18743.6446325592
"SK-2006-04-01","2006-04-01","SK",-51137.4023122698
"SK-2006-07-01","2006-07-01","SK",-86175.0192138061
"SK-2006-10-01","2006-10-01","SK",-123180.515549575
"SK-2007-01-01","2007-01-01","SK",-163117.930509361
"SK-2007-04-01","2007-04-01","SK",-205445.24820416
"SK-2007-07-01","2007-07-01","SK",-250509.654775669
"SK-2007-10-01","2007-10-01","SK",-295749.157407226
"SK-2008-01-01","2008-01-01","SK",-349815.308858706
"SK-2008-04-01","2008-04-01","SK",-404065.986684509
"SK-2008-07-01","2008-07-01","SK",-461173.923026035
"SK-2008-10-01","2008-10-01","SK",-521458.834718032
"SK-2009-01-01","2009-01-01","SK",-592161.621919149
"SK-2009-04-01","2009-04-01","SK",-658500.634711527
"SK-2009-07-01","2009-07-01","SK",-728012.536786446
"SK-2009-10-01","2009-10-01","SK",-800645.841438927
"SK-2010-01-01","2010-01-01","SK",-876746.821323832
"SK-2010-04-01","2010-04-01","SK",-956548.26891714
"SK-2010-07-01","2010-07-01","SK",-1039780.55067164
"SK-2010-10-01","2010-10-01","SK",-1126760.16504229
"SK-2011-01-01","2011-01-01","SK",-1217406.80725725
"SK-2011-04-01","2011-04-01","SK",-1311399.73266927
"SK-2011-07-01","2011-07-01","SK",-1409142.5035198
"SK-2011-10-01","2011-10-01","SK",-1510311.93189556
"SK-2012-01-01","2012-01-01","SK",-1615453.32037676
"SK-2012-04-01","2012-04-01","SK",-1724457.2636102
"SK-2012-07-01","2012-07-01","SK",-1837278.72407362
"SK-2012-10-01","2012-10-01","SK",-1954037.17245645
"SK-2013-01-01","2013-01-01","SK",-2074541.06687583
"SK-2013-04-01","2013-04-01","SK",-2198582.30689642
"SK-2013-07-01","2013-07-01","SK",-2326316.36600836
"SK-2013-10-01","2013-10-01","SK",-2457765.14707159
"SK-2014-01-01","2014-01-01","SK",-2592932.30140502
"SK-2014-04-01","2014-04-01","SK",-2731844.09124642
"SK-2014-07-01","2014-07-01","SK",-2874400.23690924
"SK-2014-10-01","2014-10-01","SK",-3020605.999074
"SK-2015-01-01","2015-01-01","SK",-3169987.09662894
"SK-2015-04-01","2015-04-01","SK",-3323492.71861185
"SK-2015-07-01","2015-07-01","SK",-3480651.44526427
"SK-2015-10-01","2015-10-01","SK",-3641652.59861584
"SK-2016-01-01","2016-01-01","SK",-3806712.81844625
"SK-2016-04-01","2016-04-01","SK",-3974914.46125732
"SK-2016-07-01","2016-07-01","SK",-4146437.80076458
"SK-2016-10-01","2016-10-01","SK",-4321093.13894653
"SK-2017-01-01","2017-01-01","SK",-4498737.02895875
"SK-2017-04-01","2017-04-01","SK",-4679437.22604996
"SK-2017-07-01","2017-07-01","SK",-4863057.13859401
"SK-2017-10-01","2017-10-01","SK",-5049184.57014101
"SK-2018-01-01","2018-01-01","SK",-5238155.4725569
"SK-2018-04-01","2018-04-01","SK",-5429339.98621284
"SK-2018-07-01","2018-07-01","SK",-5623054.39105357
"SK-2018-10-01","2018-10-01","SK",-5819315.57959797
"SK-2019-01-01","2019-01-01","SK",-6017347.38610567
"SK-2019-04-01","2019-04-01","SK",-6217358.63703207
"SK-2019-07-01","2019-07-01","SK",-6418793.55134574
"US-1999-01-01","1999-01-01","US",5212292.32614833
"US-1999-04-01","1999-04-01","US",5100037.25461356
"US-1999-07-01","1999-07-01","US",5052700.87608155
"US-1999-10-01","1999-10-01","US",5054399.38589602
"US-2000-01-01","2000-01-01","US",4893780.11154414
"US-2000-04-01","2000-04-01","US",4915802.2864458
"US-2000-07-01","2000-07-01","US",4727416.31049657
"US-2000-10-01","2000-10-01","US",4601374.96648331
"US-2001-01-01","2001-01-01","US",4360613.06815418
"US-2001-04-01","2001-04-01","US",4231166.67467398
"US-2001-07-01","2001-07-01","US",3975214.96008339
"US-2001-10-01","2001-10-01","US",3807965.83081628
"US-2002-01-01","2002-01-01","US",3718780.46576521
"US-2002-04-01","2002-04-01","US",3597195.84522409
"US-2002-07-01","2002-07-01","US",3456553.14230798
"US-2002-10-01","2002-10-01","US",3279916.43311052
"US-2003-01-01","2003-01-01","US",3156976.79867617
"US-2003-04-01","2003-04-01","US",3076104.07768416
"US-2003-07-01","2003-07-01","US",3108664.19401973
"US-2003-10-01","2003-10-01","US",3072889.91566211
"US-2004-01-01","2004-01-01","US",2957204.61538622
"US-2004-04-01","2004-04-01","US",2875021.55582188
"US-2004-07-01","2004-07-01","US",2820826.10629513
"US-2004-10-01","2004-10-01","US",2777692.92861394
"US-2005-01-01","2005-01-01","US",2752772.05980838
"US-2005-04-01","2005-04-01","US",2640004.67172009
"US-2005-07-01","2005-07-01","US",2590918.70063567
"US-2005-10-01","2005-10-01","US",2507667.94074516
"US-2006-01-01","2006-01-01","US",2528289.66480538
"US-2006-04-01","2006-04-01","US",2392675.84991121
"US-2006-07-01","2006-07-01","US",2247615.50244511
"US-2006-10-01","2006-10-01","US",2207386.08884149
"US-2007-01-01","2007-01-01","US",2078734.44313973
"US-2007-04-01","2007-04-01","US",2002457.2579563
"US-2007-07-01","2007-07-01","US",1924262.70200594
"US-2007-10-01","2007-10-01","US",1858227.96347311
"US-2008-01-01","2008-01-01","US",1615565.78603158
"US-2008-04-01","2008-04-01","US",1539659.10502193
"US-2008-07-01","2008-07-01","US",1305887.55105455
"US-2008-10-01","2008-10-01","US",830078.269442129
"US-2009-01-01","2009-01-01","US",516465.065656212
"US-2009-04-01","2009-04-01","US",348987.155467785
"US-2009-07-01","2009-07-01","US",257105.066207896
"US-2009-10-01","2009-10-01","US",274211.469642796
"US-2010-01-01","2010-01-01","US",189305.53616301
"US-2010-04-01","2010-04-01","US",185702.459476943
"US-2010-07-01","2010-07-01","US",157154.052414626
"US-2010-10-01","2010-10-01","US",95345.4582374434
"US-2011-01-01","2011-01-01","US",-77148.8053094799
"US-2011-04-01","2011-04-01","US",-104021.052236567
"US-2011-07-01","2011-07-01","US",-241898.825606495
"US-2011-10-01","2011-10-01","US",-198145.149489756
"US-2012-01-01","2012-01-01","US",-209153.503471634
"US-2012-04-01","2012-04-01","US",-272892.479990151
"US-2012-07-01","2012-07-01","US",-381353.031816525
"US-2012-10-01","2012-10-01","US",-492168.781514692
"US-2013-01-01","2013-01-01","US",-481659.005667143
"US-2013-04-01","2013-04-01","US",-589160.049867132
"US-2013-07-01","2013-07-01","US",-591845.890382228
"US-2013-10-01","2013-10-01","US",-590521.215541321
"US-2014-01-01","2014-01-01","US",-760669.07463146
"US-2014-04-01","2014-04-01","US",-668767.330324681
"US-2014-07-01","2014-07-01","US",-594887.02828894
"US-2014-10-01","2014-10-01","US",-625929.699013136
"US-2015-01-01","2015-01-01","US",-619421.727020654
"US-2015-04-01","2015-04-01","US",-618708.121667601
"US-2015-07-01","2015-07-01","US",-685420.264349705
"US-2015-10-01","2015-10-01","US",-801660.33161654
"US-2016-01-01","2016-01-01","US",-838552.786475793
"US-2016-04-01","2016-04-01","US",-880341.447947524
"US-2016-07-01","2016-07-01","US",-909338.927296801
"US-2016-10-01","2016-10-01","US",-944393.993007952
"US-2017-01-01","2017-01-01","US",-967882.059548003
"US-2017-04-01","2017-04-01","US",-996265.640969057
"US-2017-07-01","2017-07-01","US",-979638.555961071
"US-2017-10-01","2017-10-01","US",-947165.187598847
"US-2018-01-01","2018-01-01","US",-956062.147297857
"US-2018-04-01","2018-04-01","US",-922531.201031568
"US-2018-07-01","2018-07-01","US",-913275.121632103
"US-2018-10-01","2018-10-01","US",-984493.333953568
"US-2019-01-01","2019-01-01","US",-966404.90760727
"US-2019-04-01","2019-04-01","US",-995551.043222174
"US-2019-07-01","2019-07-01","US",-1028440.03692399
